Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
67;paired-associate;9;4.893985958260488;1.0761514244488986;False;0.2;544.67_C1toRT1+WM1toAC1-545.02_WM1toRT1-545.39_C1toRT1-545.80_RT3toWM1-546.45_WM1toRT1-548.25_C1toRT1+WM1toAC1
68;paired-associate;10;1.7296260570857385;1.0707249431146055;True;0.3;554.58_C1toRT1-554.99_RT3toWM1+WM1toAC1
69;category;12;3.096812516808427;1.0309438883055269;False;0.0;561.36_WM1toRT1-561.73_V1toRT3-563.59_C1toRT1+WM1toAC1-563.99_RT1toAC1
70;complete;9;0.8387750134781982;1.0303450094782445;False;0.0;569.39_V1toRT1-569.83_RT1toAC1
71;recall;13;2.1546269467245343;1.275114117937212;False;0.3;575.27_WM1toRT3-575.64_V1toRT2-576.08_RT3toWM1+WM1toAC1
72;complete;10;1.2159048147434532;1.0300006058754798;False;0.0;582.40_WM1toRT3-582.76_C1toRT1-583.20_RT1toAC1
73;category;13;3.330413672364557;1.0302057911638751;False;0.0;588.65_V1toWM1-589.35_WM1toRT1-591.53_RT1toAC1
74;paired-associate;11;2.8703907614456057;1.0295986781078406;False;0.3;596.93_WM1toRT2-597.30_C1toRT1+WM1toAC1-597.67_C1toRT1-598.08_RT3toWM1+C1toRT1-599.40_RT1toAC1
75;paired-associate;12;2.7510658978034144;1.0594167582046792;True;0.4;604.80_WM1toRT2-605.15_V1toRT2-605.57_RT3toWM1-606.23_C1toRT1+WM1toAC1
76;complete;11;2.6092572958582423;1.0292322183886655;False;0.0;612.58_WM1toRT1-612.97_V2toRT2-613.39_RT3toWM1-614.05_WM1toRT3-614.46_RT2toAC1
77;press-key;8;2.8398770848899626;1.0290503738105534;False;;620.16_V1toRT1-620.87_next-goal+WM1toAC1-621.52_WM1toRT2+next-goal-621.87_WM1toRT2+next-goal+WM1toAC1-622.24_WM1toRT2-622.60_RT1toAC1
78;press-key;9;2.600946149610309;1.030054373748185;True;0.3;628.00_WM1toRT2+next-goal+WM1toAC1-628.35_V1toWM1-629.00_next-goal+WM1toAC1
79;complete;12;1.5349924184298516;1.0287309348706897;False;0.0;635.62_WM1toRT1-635.98_V1toRT1-636.43_RT2toAC1
80;what-comes-before;7;1.1674158101830017;1.028594844978371;False;;642.18_V1toRT1-642.60_RT2toAC1
81;press-key;10;6.141458595153381;1.029465270703082;False;0.3;648.31_WM1toRT2-648.36_WM1toRT3-648.43_next-goal+WM1toAC1-649.09_V1toRT1-650.55_next-goal+WM1toAC1-651.20_WM1toRT2-651.55_next-goal-652.20_next-goal-652.55_WM1toRT2+next-goal+WM1toAC1-652.90_WM1toRT2+next-goal-653.31_WM1toRT1-653.67_next-goal+WM1toAC1-654.15_WM1toRT2
82;category;14;4.349447059771478;1.0285045874603054;False;0.0;659.47_WM1toRT1-659.87_V1toRT2-660.24_RT3toWM1-660.92_WM1toRT1-663.09_WM1toAC1
83;category;15;5.46933590210142;1.0282800871459554;False;0.0;668.84_V1toRT1-670.72_WM1toRT2-671.14_C1toRT1+WM1toAC1-671.57_C1altToRT1-672.00_C1toRT1+WM1toAC1-672.41_RT3toWM1+C1toRT1+WM1toAC1
84;paired-associate;13;3.0595350300451405;1.0277766592132738;False;0.4;679.28_C1toRT1-679.71_RT2toRT1-681.55_WM1toRT2-681.92_RT1toAC1
85;attribute;9;2.034973018414689;1.0477553426765485;False;0.1;687.36_V1toWM1-688.05_C1toRT1+WM1toAC1
86;press-key;11;5.103850641416784;1.0284418768694776;True;0.4;694.36_WM1toRT2+next-goal+WM1toAC1-694.71_WM1toRT2+next-goal-695.08_V1toWM1-695.73_WM1toRT2-697.86_next-goal+WM1toAC1
87;what-comes-before;8;0.8657743551646035;1.0273261432848195;False;;704.46_V1toRT2-704.92_RT1toAC1
88;category;16;2.4233463175637557;1.0274983617457203;False;0.0;710.37_WM1toRT1-710.75_V1toWM1-711.45_C1toRT1+WM1toAC1
89;recall;14;1.6997634739939258;1.091424856998871;True;0.4;717.76_V1toRT2-718.15_RT2toWM1+WM1toAC1
90;paired-associate;14;2.127449175416132;1.0269289654389795;False;0.4;724.46_C1toRT1+WM1toAC1-724.82_C1toRT1-725.22_RT2toWM1-725.88_WM1toAC1
91;attribute;10;0.9521227327876431;1.026820801598062;False;0.1;731.59_V1toRT1-732.13_RT1toAC1
92;category;17;3.5664385650633217;1.0269625399211348;False;0.0;737.59_V1toRT3-739.52_WM1toRT2-739.95_C1altToRT1-740.39_RT2toAC1
93;what-comes-before;9;2.3012752679143205;1.0265387251041949;False;0.0;746.09_V1toWM1-746.75_C1toRT1-746.85_RT1equalC1-746.96_RT2toWM1-747.34_RT3toWM1+C1toRT1-747.69_RT2toAC1
94;complete;13;1.1961817704769828;1.026430979054809;False;0.0;753.41_V2toWM1-754.09_C1toRT1-754.19_RT1toAC1
95;category;18;5.1924515977801775;1.0265380755273372;False;0.0;759.64_V1toRT3-761.51_WM1toRT2-761.56_C1toRT1+WM1toAC1-762.01_C1toRT1-762.13_RT3toRT2-762.56_C1toRT1+WM1toAC1-762.95_RT2toWM1-763.66_WM1toRT2-764.38_RT1toAC1
96;paired-associate;15;6.008929680545067;1.0407654460496578;False;0.4;769.80_V1toRT2-770.22_RT3toWM1-770.87_WM1toRT2-772.70_WM1toRT2-774.54_C1toRT1+WM1toAC1
97;attribute;11;2.3100990301545608;1.0333144383777535;False;0.1;780.82_C1toRT1+WM1toAC1-781.25_WM1toRT1-781.72_C1toRT1-781.80_RT2toWM1+WM1toAC1
98;attribute;12;1.4303484388191237;1.025847106984549;False;0.1;788.15_V1toWM1-788.83_WM1toAC1
99;category;19;1.83427852959926;1.026002277188008;False;0.0;794.59_C1toRT1+WM1toAC1-794.98_V1toWM1-795.67_WM1toAC1
100;what-comes-before;10;1.8077869288360944;1.0256294726061193;False;0.0;801.37_V1toRT3-801.77_RT3toWM1-802.47_WM1toAC1
101;what-comes-before;11;1.241749612968306;1.0255317208828902;False;0.0;808.19_V1toRT1-808.60_RT2toRT1-809.02_RT1toAC1
102;recall;15;1.514387024584721;1.0470844884270625;True;0.5;814.43_V1toRT1-815.53_RT1toAC1
103;recall;16;1.565981899426447;1.0467209384203862;True;0.6;820.94_V1toRT1-822.10_RT1toAC1
104;recall;17;1.3208212524261853;1.0463762548515243;True;0.7;827.53_V1toRT1-828.42_RT1toAC1
105;complete;14;1.1361508741288162;1.02514316943506;False;0.0;833.82_V2toRT2-834.25_RT2toAC1
106;what-comes-before;12;1.837328025582224;1.0250421268796974;False;0.0;839.96_V1toWM1-840.69_WM1toRT2-841.09_WM1toAC1
107;complete;15;0.8214655503680888;1.0249570542249415;False;0.0;846.80_V1toRT3-847.21_RT1toAC1
108;category;20;5.957350779261901;1.0250358525836931;False;0.0;852.65_V1toRT1-854.54_C1toRT1+WM1toAC1-854.99_C1altToRT1-855.11_C1toRT1+WM1toAC1-855.48_RT3toRT2-857.36_C1toRT1+WM1toAC1-857.78_C1altToRT1-857.92_RT2toAC1
109;press-key;12;5.0;1.02847879700157;False;0.4;863.57_next-goal+WM1toAC1-864.23_WM1toRT2+next-goal-864.58_next-goal-865.24_WM1toRT2+next-goal+WM1toAC1-865.60_next-goal+WM1toAC1-865.96_next-goal-866.40_WM1toRT1-866.76_WM1toRT2+next-goal
110;category;21;3.6133494518406906;1.0247670624670313;False;0.0;873.62_C1toRT1+WM1toAC1-874.07_V1toRT2-874.44_RT2toRT1-876.30_C1toRT1+WM1toAC1-876.78_RT1toAC1
111;complete;16;2.226425004654516;1.0244387404322066;False;0.0;882.20_V1toRT3-882.62_RT3toWM1-883.27_WM1toRT3-883.71_RT3toAC1
112;recall;18;2.6651651175302504;1.0431888776856648;False;0.6;889.42_V1toRT2-889.84_RT3toRT2-891.68_RT1toAC1
113;press-key;13;2.200510781068374;1.024920164260052;True;0.4;897.08_V1toWM1+next-goal+WM1toAC1
114;category;22;4.38482345007094;1.0243316445946018;False;0.0;904.32_V1toRT1-906.20_C1toRT1+WM1toAC1-906.64_C1altToRT1-906.76_RT3toWM1+C1toRT1+WM1toAC1
115;paired-associate;16;3.821490049797262;1.0339339020399432;False;0.4;913.67_WM1toRT1-914.07_V1toRT1-915.39_C1toRT1-915.51_RT3toWM1-916.17_C1toRT1+WM1toAC1
116;complete;17;0.8303466036770715;1.0239245590187938;False;0.0;922.49_V2toRT2-922.91_RT1toAC1
117;recall;19;2.2786704088624674;1.0414551243155024;False;0.6;928.33_V1toRT1-930.19_RT1toAC1
118;category;23;4.384612812473392;1.0239205688270667;False;0.0;935.67_C1toRT1+WM1toAC1-936.10_V1toWM1-936.83_WM1toRT3-938.68_C1toRT1+WM1toAC1
119;press-key;14;3.305945093892774;1.0242398701853974;True;0.5;945.01_next-goal+WM1toAC1-945.66_WM1toRT2+next-goal+WM1toAC1-946.02_V1toWM1-946.68_next-goal+WM1toAC1
120;attribute;13;3.731784821528436;1.023504512534883;True;0.2;953.32_V1toRT3-953.77_RT2toWM1-954.44_WM1toRT3-956.31_WM1toAC1
121;attribute;14;3.3009154051489986;1.0234044156722175;False;0.2;962.06_WM1toRT1-962.17_V1toRT2-964.03_WM1toRT3+WM1toAC1-964.46_C1toRT1+WM1toAC1-964.91_RT1toAC1
122;paired-associate;17;2.154914212168592;1.0318469652917004;True;0.4;970.32_C1toRT1+WM1toAC1-970.69_WM1toRT1-971.08_C1toRT1-971.17_RT3toWM1+WM1toAC1
123;recall;20;2.2404889311824263;1.039437136676309;False;0.5;977.47_V1toRT3-979.31_RT1toAC1
124;complete;18;1.8645671015353853;1.0231537934723742;False;0.0;984.72_V2toRT2-985.13_C1toRT1-985.22_RT2toWM1-985.87_WM1toAC1
125;complete;19;1.8639955072143264;1.0230745875502816;False;0.0;991.62_V1toWM1-992.28_WM1toRT1-993.04_RT1toAC1
126;press-key;15;2.204945361029445;1.0235714265268974;True;0.5;998.44_V1toWM1+next-goal+WM1toAC1
127;press-key;16;2.203128206215979;1.0730246262385128;True;0.6;1005.65_V1toWM1+next-goal+WM1toAC1
128;attribute;15;3.5844584968078834;1.0228150955226818;False;0.2;1012.87_WM1toRT3+WM1toAC1-1013.25_V1toRT3-1013.67_RT3toRT2-1015.57_WM1toRT3+WM1toAC1-1016.03_RT1toAC1
129;complete;20;1.7732417524707669;1.02274031347656;False;0.0;1021.44_V2toRT2-1021.85_RT3toWM1-1022.50_WM1toAC1
130;recall;21;1.4338818499084027;1.0532555884576544;True;0.5;1028.20_V1toRT2-1028.64_RT2toWM1+WM1toAC1
131;press-key;17;2.558122891179437;1.0704323359927226;True;0.7;1034.64_WM1toRT2+next-goal+WM1toAC1-1035.00_V1toWM1+next-goal+WM1toAC1
132;what-comes-before;13;2.446339112236501;1.022508394426494;False;0.0;1042.21_V1toRT3-1042.60_C1toRT1-1042.71_RT3toWM1-1043.42_WM1toRT1-1044.18_C1toRT1-1044.29_RT1toAC1
133;complete;21;2.9271619109165385;1.0224244251131474;False;0.0;1049.65_WM1toRT1-1050.01_C1toRT1-1050.11_RT2toWM1-1050.76_WM1toRT1-1051.52_RT2toWM1-1051.87_RT2toAC1
134;category;24;3.4389975530457377;1.0225082383223776;False;0.0;1057.59_WM1toRT1-1057.98_C1toRT1+WM1toAC1-1058.35_V1toRT3-1060.21_WM1toRT3+WM1toAC1-1060.61_RT1toAC1
135;press-key;18;2.870027002916231;1.0227782597991368;True;0.8;1066.02_next-goal+WM1toAC1-1066.68_V1toWM1+next-goal+WM1toAC1
136;press-key;19;2.5550964858193765;1.067366363388515;True;0.8;1073.88_WM1toRT2+next-goal+WM1toAC1-1074.23_V1toWM1+next-goal+WM1toAC1
137;category;25;1.5657053262136742;1.02227759589142;False;0.0;1081.49_C1toRT1+WM1toAC1-1081.90_V1toRT2-1082.30_RT3toAC1
138;press-key;20;2.2046797884247558;1.0225463936260677;True;0.9;1088.00_V1toWM1+next-goal+WM1toAC1
139;attribute;16;2.0096308895756465;1.0287993091693193;False;0.2;1095.25_V1toWM1-1095.91_C1toRT1+WM1toAC1
140;press-key;21;2.20622281575038;1.0223957192110742;True;0.9;1102.22_V1toWM1+next-goal+WM1toAC1
141;paired-associate;18;2.7570633348705087;1.021821854222706;False;0.3;1109.42_WM1toRT1-1109.84_V1toRT3-1111.72_C1toRT1+WM1toAC1-1111.78_RT1toAC1
142;complete;22;1.8554270171657663;1.0217556348243957;False;0.0;1117.18_V1toWM1-1117.87_WM1toRT3-1118.33_RT3toAC1
143;recall;22;1.4831976067798678;1.0569449706319791;False;0.5;1124.05_V1toRT2-1124.52_RT3toWM1+WM1toAC1
144;attribute;17;2.778755731705587;1.0216197892181726;False;0.1;1130.55_C1toRT1+WM1toAC1-1130.99_V1toRT2-1132.89_RT1toAC1
145;what-comes-before;14;3.194114583900728;1.0215428859275617;False;0.0;1138.29_WM1toRT1-1138.70_WM1toRT3+WM1toAC1-1139.06_V1toRT2-1139.50_RT3toWM1-1140.15_WM1toRT2-1140.58_RT3toWM1+C1toRT1+WM1toAC1-1140.94_RT1equalC1-1141.00_RT2toRT1
146;recall;23;2.6952951750981815;1.033771262009838;False;0.5;1146.53_V1toRT3-1148.40_WM1toRT3+WM1toAC1-1148.78_RT1toAC1
147;category;26;5.5573760633110405;1.021525160541977;False;0.0;1154.28_V1toRT3-1156.16_WM1toRT3+WM1toAC1-1156.55_C1toRT1-1156.62_RT2toWM1-1157.31_WM1toRT3+WM1toAC1
148;paired-associate;19;1.1705884074076494;1.024857615568422;False;0.3;1164.75_WM1toRT1-1164.82_V1toRT2-1164.91_RT2toWM1+WM1toAC1
149;what-comes-before;15;1.2762061942516991;1.0212619209751888;True;0.1;1170.96_V1toRT3-1171.35_RT2toRT1-1171.79_RT1toAC1
150;recall;24;2.82239580976875;1.032911982269206;False;0.4;1177.20_V1toRT1-1179.08_WM1toRT3+WM1toAC1-1179.61_RT1toAC1
151;attribute;18;1.1814682671306398;1.021137368341715;False;0.1;1185.05_V1toRT3-1185.49_RT3toAC1
152;paired-associate;20;5.013327356041144;1.029873266237787;True;0.3;1191.22_C1toRT1+WM1toAC1-1191.57_V1toRT3-1193.40_C1toRT1+WM1toAC1-1193.79_WM1toRT3+WM1toAC1-1194.22_C1toRT1-1194.31_RT3toWM1+C1toRT1+WM1toAC1
153;paired-associate;21;3.6955831734421736;1.0209743451359787;False;0.3;1201.23_C1toRT1+WM1toAC1-1201.28_V1toRT1-1202.83_C1toRT1-1202.98_RT2toWM1-1203.64_C1toRT1-1203.79_RT3toWM1+C1toRT1+WM1toAC1-1204.14_RT3toWM1+WM1toAC1-1204.50_WM1toAC1
154;what-comes-before;16;0.9511291344040274;1.0209232772357284;False;0.1;1209.91_WM1toRT1-1210.28_V1toRT1-1210.45_RT1toAC1
155;complete;23;1.859014227049556;1.020864880381644;False;0.0;1215.87_V1toWM1-1216.55_WM1toRT3-1217.01_RT2toAC1
156;category;27;3.761895074123231;1.0209295264815563;False;0.0;1222.75_C1toRT1+WM1toAC1-1223.12_V1toRT3+C1toRT1-1225.60_WM1toRT3+WM1toAC1-1226.07_RT1toAC1
157;paired-associate;22;3.0373431239331694;1.0207239008565059;False;0.2;1231.49_V1toRT3-1233.34_WM1toRT3+WM1toAC1-1233.70_C1toRT1+WM1toAC1-1234.11_RT1toAC1
158;recall;25;2.0174554730342606;1.0313221930796153;True;0.4;1239.53_V1toRT1-1240.72_WM1toRT3+WM1toAC1-1241.13_RT1toAC1
159;what-comes-before;17;2.6526405415404497;1.0206031065229229;False;0.1;1246.53_V1toRT3-1246.94_RT3toWM1-1247.65_WM1toRT3-1248.10_RT2toRT1-1248.53_RT2toAC1
160;recall;26;10.0;1.0307749827844823;False;0.3;1254.25_WM1toRT3+WM1toAC1-1254.66_WM1toRT1
161;what-comes-before;18;0.6347474436390712;1.020436731013229;False;0.1;1269.18_WM1toRT1-1269.25_V1toRT2-1269.41_RT1toAC1
162;category;28;4.010665365915656;1.0204954548786171;False;0.0;1274.90_WM1toRT3+WM1toAC1-1275.33_C1toRT1+WM1toAC1-1275.74_V1toRT3+C1toRT1-1278.29_WM1toRT3+WM1toAC1-1278.73_RT1toAC1
163;category;29;1.5744158314473682;1.0204428384361133;False;0.0;1283.86_WM1toRT3+WM1toAC1-1284.30_V1toWM1-1285.00_WM1toAC1
164;category;30;2.1362505662582407;1.0203861832202656;False;0.0;1290.46_V1toRT2-1290.57_RT3toWM1+C1toRT1-1291.84_RT2toAC1
